"","protein2_clean","protein1_clean","protein1","protein2","combined_score","gene1","entrez1","gene2","entrez2","go_similarity","label"
"1265","ENSP00000428209","ENSP00000348056","9606.ENSP00000348056","9606.ENSP00000428209",997,"UBE2I","7329","UBE2V2","7336",0.383,0
"1266","ENSP00000359264","ENSP00000383118","9606.ENSP00000383118","9606.ENSP00000359264",931,"CDC42","998","BCAR3","8412",0.312,0
"1267","ENSP00000268712","ENSP00000342235","9606.ENSP00000342235","9606.ENSP00000268712",984,"ERBB4","2066","NCOR1","9611",0.229,0
"1268","ENSP00000251496","ENSP00000360540","9606.ENSP00000360540","9606.ENSP00000251496",950,"CEP55","55165","NCAPG","64151",0.216,0
"1269","ENSP00000444136","ENSP00000419004","9606.ENSP00000419004","9606.ENSP00000444136",909,"NMD3","51068","POLR1B","84172",0.054,0
"1270","ENSP00000216277","ENSP00000216727","9606.ENSP00000216727","9606.ENSP00000216277",943,"PABPN1","8106","PAPOLA","10914",0.23,0
"1271","ENSP00000479106","ENSP00000262367","9606.ENSP00000262367","9606.ENSP00000479106",907,"CREBBP","1387","H4C1","8359",0.168,0
"1272","ENSP00000320147","ENSP00000352516","9606.ENSP00000352516","9606.ENSP00000320147",999,"DNMT1","1786","EZH2","2146",0.338,0
"1273","ENSP00000281950","ENSP00000400591","9606.ENSP00000400591","9606.ENSP00000281950",987,"SNRPE","6635","GEMIN6","79833",0.884,1
"1274","ENSP00000314067","ENSP00000388325","9606.ENSP00000388325","9606.ENSP00000314067",902,"LAMB2","3913","PAK2","5062",0.28,0
"1275","ENSP00000380184","ENSP00000265276","9606.ENSP00000265276","9606.ENSP00000380184",971,"GPAM","57678","GPAT4","137964",0.707,1
"1276","ENSP00000314004","ENSP00000209728","9606.ENSP00000209728","9606.ENSP00000314004",944,"CDC6","990","ANAPC2","29882",0.37,0
"1277","ENSP00000376345","ENSP00000357470","9606.ENSP00000357470","9606.ENSP00000376345",913,"IL6R","3570","GRB2","2885",0.378,0
"1278","ENSP00000437955","ENSP00000478121","9606.ENSP00000478121","9606.ENSP00000437955",999,"ELOC","6921","HIF1A","3091",0.274,0
"1279","ENSP00000337675","ENSP00000367938","9606.ENSP00000367938","9606.ENSP00000337675",920,"COX7A2L","9167","EBAG9","9166",0.218,0
"1280","ENSP00000341940","ENSP00000217381","9606.ENSP00000217381","9606.ENSP00000341940",969,"SNTA1","6640","CAV3","859",0.376,0
"1281","ENSP00000334223","ENSP00000323549","9606.ENSP00000323549","9606.ENSP00000334223",910,"SLC6A18","348932","SLC36A2","153201",0.709,1
"1282","ENSP00000253107","ENSP00000261015","9606.ENSP00000261015","9606.ENSP00000253107",907,"WDR12","55759","PPAN","56342",1,1
"1283","ENSP00000434024","ENSP00000310842","9606.ENSP00000310842","9606.ENSP00000434024",953,"FANCI","55215","H2AX","3014",0.378,0
"1284","ENSP00000241436","ENSP00000263274","9606.ENSP00000263274","9606.ENSP00000241436",972,"LIG1","3978","POLK","51426",0.674,1
"1285","ENSP00000451145","ENSP00000313921","9606.ENSP00000313921","9606.ENSP00000451145",905,"MSRA","4482","PINX1","54984",0.17,0
"1286","ENSP00000317468","ENSP00000267202","9606.ENSP00000267202","9606.ENSP00000317468",972,"VPS37B","79720","CHMP6","79643",0.604,1
"1287","ENSP00000254958","ENSP00000345206","9606.ENSP00000345206","9606.ENSP00000254958",977,"RBPJ","3516","JAG1","182",0.603,1
"1288","ENSP00000297990","ENSP00000383949","9606.ENSP00000383949","9606.ENSP00000297990",946,"SNU13","4809","NOL6","65083",0.708,1
